Nº GREVE,DATA ENTRADA,SINDICATO,EMPREGADOR,CAE,NIF,SETOR,DIAS,DURAÇÃO,OBSERVAÇÕES,ANO,MÊS
7/2017,02-Jan-17,SNTCT,CTT S.A.,,,Privado,ENTRE 01 JANEIRO E 31 JULHO DE 2017,Trabalho suplementar/Feriado,,2017,1
6/2017,02-Jan-17,SNTCT,CTT S.A.,,,Privado,ENTRE 02 A 06 JANEIRO DE 2017,Total + de 1 dia,DESCONVOCADA,2017,1
5/2017,02-Jan-17,SNTCT,CTT S.A.,,,Privado,"DIAS 06,13,20 E 27 DE JANEIRO DE 2017",Total + de 1 dia,,2017,1
10/2017,03-Jan-17,FESAHT,ANCIPA,,,Privado,A PARTIR DE 30 DEZEMBRO 2016,Trabalho suplementar/Feriado,,2017,1
23/2017,06-Jan-17,SITE-CSRA,IMPRENSA NACIONAL CASA DA MOEDA,,,Setor Empresarial Estado,DIA 17 JANEIRO 2017,Trabalho suplementar/Feriado,,2017,1
22/2017,06-Jan-17,SITE-CSRA,GRAFICA FUNCHALENSE ,,,Privado,ENTRE 12 E 14 JANEIRO DE 2017,Total + de 1 dia,,2017,1
26/2017,06-Jan-17,FESAHT,ASSOC. PATRONAIS HOTELARIA RESTAURAÇÃO ALIMENTAÇÃO E OUTROS,,,Setor Empresarial Estado,ENTRE 01 FEVEREIRO E 02 JANEIRO DE 2018,Total + de 1 dia,,2017,1
42/2017,17-Jan-17,SITRENS,CP EPE E MEDWAY S.A.,,,Setor Empresarial Estado,ENTRE 05 FEVEREIRO E 05 DE MARÇO DE 2017,Trabalho suplementar/Feriado,TRANSPORTES,2017,1
41/2017,17-Jan-17,SNTCT,CTT S.A. - LOJA BONFIM,,,Privado,DIA 30 JANEIRO DE 2017,Total 1 dia,DESCONVOCADA,2017,1
40/2017,17-Jan-17,SNTCT,CTT S.A. - CDP 2750 CASCAIS,,,Privado,DIA 30 E 31 JANEIRO DE 2017,Total + de 1 dia,DESCONVOCADA,2017,1
51/2017,18-Jan-17,FENPROF,EM DEFESA CRIAÇÃO GRUPO DE RECRUTAMENTO PARA A LINGUA GESTUAL,,,Privado,DIA 17 JANEIRO 2017,Total 1 dia,,2017,1
53/2017,19-Jan-17,SITE-CSRA,OMAP,82990,,Privado,DIA 17 JANEIRO 2017,Trabalho suplementar/Feriado,,2017,1
55/2017,19-Jan-17,STRUP,CARRIS TUR ,49310,,Setor Empresarial Estado,ENTRE 26 E 27 JANEIRO DE 2017,Total 1 dia,TRANSPORTES,2017,1
54/2017,19-Jan-17,SINTTAV,MEO ,64202,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2017,1
54/2018,19-Jan-17,SINTTAV,PT ACS,64202,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2017,1
54/2019,19-Jan-17,SINTTAV,PT CONTACT,64202,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2017,1
54/2020,19-Jan-17,SINTTAV,ALTICE LABS,64202,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2017,1
54/2021,19-Jan-17,SINTTAV,PT PRO,64202,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2017,1
54/2022,19-Jan-17,SINTTAV,PT SALES,64202,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2017,1
58/2017,19-Jan-17,SFP - SINDICATO DE FISIOTERAPEUTAS PORTUGUESES,SAMS - SBSI,65112,,Privado,DIA 11 JANEIRO DE 2017,Total 1 dia,,2017,1
57/2017,19-Jan-17,SITE-CSRA,CODAN PORTUGAL,32502,,Privado,ENTRE 19 JANEIRO DE 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2017,1
56/2017,19-Jan-17,SITE-CSRA,FRASAM,24510,,Privado,"DIAS 20,23,27, E 30 JANEIRO DE 2017",Total + de 1 dia,,2017,1
63/2016,19-Jan-17,SNTCT,CPLN ,53100,,Privado,DIA 27 FEVEREIRO DE 2017,Trabalho suplementar/Feriado,,2017,1
79/2017,31-Jan-17,SINTTAV,IMPRENSA NACIONAL CASA DA MOEDA,18110,,Setor Empresarial Estado,DIA 31 JANEIRO 2017,Trabalho suplementar/Feriado,,2017,1
78/2017,25-Jan-17,SITE-CSRA,IMPRENSA NACIONAL CASA DA MOEDA,18110,,Setor Empresarial Estado,DIA 31 JANEIRO 2017,Trabalho suplementar/Feriado,,2017,1
97/2017,25-Jan-17,SITE-CSRA,IMPRENSA NACIONAL CASA DA MOEDA,18110,,Setor Empresarial Estado,DIA 07 FEVEREIRO 2017,Trabalho suplementar/Feriado,,2017,1
76/2017,25-Jan-17,SITE-CSRA,PRADO KARTON,17120,,Privado,DIA 01 FEVEREIRO 2017,Total 1 dia,,2017,1
65/2017,19-Jan-17,"SITE SUL - SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS TRANSFORMADORAS, ENERGIA E ACTIVIDADES DO AMBIENTE DO SUL","EFATM, ATM, CMN, AC SERVICES",82990,,Privado,DIA 25 JANEIRO DE 2017,Trabalho suplementar/Feriado,,2017,1
95/2017,31-Jan-17,STAD,ANA GARES AEROPORTO,81100,,Setor Empresarial Estado,DIA 13 FEVEREIRO 2017,Total 1 dia,,2017,1
94/2017,31-Jan-17,STT,MEO ,61100,,Privado,ENTRE 15 FEVEREIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2017,1
88/2017,31-Jan-17,STT,RTP,5811,,Setor Empresarial Estado,A PARTIR DE 02 FEVEREIRO 2017,Por tempo indeterminado,,2017,1
84/2017,31-Jan-17,STRUP,ESCOLA DE CONDUÇÃO VENEZUELA (GRUPO GOLFINHO),8530,,Privado,A PARTIR DE 02 FEVEREIRO 2017 - DURANTE O ANO DE 2017,Por tempo indeterminado,,2017,1
93/2017,31-Jan-17,STCC - SINDICATO DOS TRABALHADORES DE CALL CENTER,CALL CENTERS TELEPERFORMANCE - CALL CENTER DE SETUBAL E CAMPANHAS BARCLAYCARD,82200,,Privado,DIA 06 FEVEREIRO DE 2017,Total 1 dia,,2017,1
DSRPN,03-Jan-17,STIANOR,"Bakery Donuts Portugal, Lda",,,Privado,,,,2017,1
DSRPN,03-Jan-17,STIANOR,"Comave do Zêzere - Indústria e Comércio de Aves, S.A.",,,Privado,,,,2017,1
DSRPN,12-Jan-17,Sindicato Têxtil do Minho e Trás-os-Montes,"Penafort - Industrias Têxteis e Gráficas, S.A.",,,Privado,,,,2017,1
DSRPN,12-Jan-17,SITE-CN,"Fábrica de Papel da Zarrinha, S.A.",,,Privado,,,,2017,1
DSRPN,18-Jan-17,"STIHTRSC - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO CENTRO",Pastelaria Sirius,,,Privado,,,DESCONVOCADA,2017,1
DSRPN,19-Jan-17,SNESup,Escola Superior de Enfermagem da Universidade do Minho,,,Privado,,,,2017,1
DSRPN,19-Jan-17,SITE-NORTE,"Bosch Car Multimédia Portugal, S.A.",,,Privado,,,,2017,1
DSRPN,24-Jan-17,SITE-NORTE,"CNB/Camac - Companhia Nacional de Borracha, S.A.",,,Privado,,,,2017,1
DSRPN,25-Jan-17,"STIHTRSC - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO CENTRO",Pastelaria Sirius,,,Privado,,,,2017,1
DSRPN,27-Jan-17,SITE-NORTE,"Bosch Car Multimédia Portugal, S.A.",,,Privado,,,,2017,1
DSRPN,31-Jan-17,"STICCCMMSRC - SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS DE CERÂMICA, CIMENTOS, CONSTRUÇÃO, MADEIRAS, MÁRMORES E SIMILARES DA REGIÃO CENTRO","Cerdomus - Indústrias Cerâmicas, S.A.",,,Privado,,,,2017,1
103/2017,1-fev-17,SITAVA,PORTWAY,52230,504785753,Setor Empresarial Estado,ENTRE 16 FEVEREIRO E 30 JUNHO 2017,Total + de 1 dia,TRANSPORTES,2017,2
115/2017,3-fev-17,SINFB,INFRAESTRUTURAS DE PORTUGAL S.A.,52211,503933813,Setor Empresarial Estado,ENTRE 17 FEVEREIRO E 15 MARÇO 2017,Total + de 1 dia,DESCONVOCADA,2017,2
138/2017,15-fev-17,SIESI,EDP (RANDSTAD),35130,500697256,Privado,ENTRE 28 FEVEREIRO E 01 MARÇO 2017,Total + de 1 dia,,2017,2
139/2017,15-fev-17,"SITE SUL - SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS TRANSFORMADORAS, ENERGIA E ACTIVIDADES DO AMBIENTE DO SUL",ORICA - MINING SERVICES PORTUGAL S.A.,64202,509635334,Privado,A PARTIR DIA 18 FEVEREIRO 2017,Por tempo indeterminado,,2017,2
140/2017,15-fev-17,SIM,BERALT TIN AND WOLFRAM (PORTUGAL) S.A.,7290,500044708,Privado,DIA 10 FEVEREIRO DE 2017,Total 1 dia,DESCONVOCADA,2017,2
141/2017,17-fev-17,FIEQUIMETAL,"THYSSENKRUPP, ELEVADORES S.A.",43290,501445226,Privado,ENTRE 24 FEVEREIRO E 10 MARÇO DE 2017,Total + de 1 dia,,2017,2
144/2017,17-fev-17,"SITE SUL - SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS TRANSFORMADORAS, ENERGIA E ACTIVIDADES DO AMBIENTE DO SUL",MULTIAUTO - SOCIEDADE DE COMERCIO DE AUTOMOVEIS S.A.,45110,500199523,Privado,"DIAS 1, 2 E  3 MARÇO 2017",Total + de 1 dia,,2017,2
146/2017,17-fev-17,CESP,MODELO CONTINENTE - FASHION DIVISION - SONAE SR ,4711,502011475,Privado,DIA 24 FEVEREIRO 2017,Total 1 dia,,2017,2
149/2017,17-fev-17,CESP,KELLY SERVICES - VERTENTE HUMANA - ADECCO - RANSTAD,78200,504909185,Privado,DIA 24 FEVEREIRO 2017,Total 1 dia,,2017,2
153/2017,22-fev-17,SITRENS,"CP EPE, MEDWAY S.A.",49200,500498601,Setor Empresarial Estado,ENTRE  08 MARÇO E 08 ABRIL DE 2017,Trabalho suplementar/Feriado,TRANSPORTES,2017,2
,24-fev-17,SINDICATO DOS TRABALHADORES DO SECTOR TÊXTIL DA BEIRA BAIXA,ALÇADA & PEREIRA LDA,13303,500014159,Privado,ATÉ AO PAGAMENTO DO SALARIO,Por tempo indeterminado,,2017,2
156/2017,24-fev-17,STAL,CAMARA MUNICIPAL DE SINES,,,Setor Empresarial Estado,DIAS 13 E 14 MARÇO 2017,Total + de 1 dia,,2017,2
158/2017,24-fev-17,SINDICATO DA HOTELARIA DO ALGARVE,GRUPO PESTANA ALGARVE ,,,Privado,DIA 28 FEVEREIRO 2017,Total 1 dia,,2017,2
,9-fev-17,SITE-NORTE,"Bosch Car Multimédia Portugal, S.A.",,,Privado,,,,2017,2
,9-fev-17,SITE-NORTE,"Delphi Automotive Stystems Portugal, S.A. - Braga",,,Privado,,,,2017,2
,13-fev-17,STAD,VADECA (Local de Trabalho: STCP - Via Norte e Francos),,,Privado,,,,2017,2
,13-fev-17,STAD,Euromex (local trab: Hosp S. João) - Proc. SM n.º 1/17,,,Setor Empresarial Estado,,,,2017,2
,14-fev-17,STAD,"Clece, S.A. (local de trab: Hop S. João) - Proc. SM n.º 2/17",,,Setor Empresarial Estado,,,DESCONVOCADA,2017,2
,14-fev-17,SITE-CN,"Fábrica de Papel da Zarrinha, S.A.",,,Privado,,,,2017,2
,16-fev-17,SITE-NORTE,"Tesco - Componentes para Automóveis, Lda",,,Privado,,,,2017,2
,20-fev-17,STAD,"Clece, S.A. (Local de trab: Mabor Continental)",,,Privado,,,DESCONVOCADA,2017,2
,21-fev-17,SNTCT,"CTT - Correios de Portugal, S.A. - CDP 4760 Vila Nova de Famalicão",,,Privado,,,DESCONVOCADA,2017,2
,21-fev-17,STIANOR,"BIMBO - Produtos Alimentares Sociedade Unipessoal, Lda.",,,Privado,,,,2017,2
,21-fev-17,STIANOR,"BIMBO - Produtos Alimentares Sociedade Unipessoal, Lda.",,,Privado,,,,2017,2
,21-fev-17,SNESup,Escola Superior de Enfermagem da Universidade do Minho,,,Setor Empresarial Estado,,,,2017,2
,21-fev-17,SITE-NORTE,"CNB/Camac - Companhia Nacional de Borracha, S.A.",,,Privado,,,DESCONVOCADA,2017,2
,27-fev-17,STRUN,"STCP - Sociedade de Transportes Colectivos do Porto, S.A. Proc. SM n.º 3/17.",,,Setor Empresarial Estado,,,,2017,2
,27-fev-17,SITE-NORTE,"Imprensa Nacional - Casa da Moeda, S.A.",,,Setor Empresarial Estado,,,,2017,2
163/2017,03-Mar-17,STAD,EUROMEX,,,Privado,DIA 17 MARÇO DE 2017,Total 1 dia,,2017,3
173/2017,10-Mar-17,STML,EGEAC,91020,,Setor Empresarial Estado,A PARTIR DIA 08 MARÇO 2017,Por tempo indeterminado,,2017,3
176/2017,10-Mar-17,SINTTAV,IMPRENSA NACIONAL CASA DA MOEDA,18120,500792887,Setor Empresarial Estado,DIA 07 DE MARÇO 2017,Total 1 dia,,2017,3
177/2017,10-Mar-17,FESAHT,SERVIRAIL,56107,,Privado,DIA 13 MARÇO 2017,Total 1 dia,,2017,3
178/2017,10-Mar-17,CESP,SBSI,94200,500825556,Privado,DIA 23 MARÇO 2017,Total 1 dia,,2017,3
179/2017,10-Mar-17,SEP,AGRUPAMENTO CENTROS DE SAUDE LISBOA NORTE,5010,,Setor Empresarial Estado,"DIAS 16,18,19,25 E 26 MARÇO E 1,2,8,9,15,16,22,23,29 E 30 ABRIL 2017",Total + de 1 dia,,2017,3
175/2017,10-Mar-17,"SITE SUL - SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS TRANSFORMADORAS, ENERGIA E ACTIVIDADES DO AMBIENTE DO SUL",IMPRENSA NACIONAL CASA DA MOEDA,18120,500792887,Setor Empresarial Estado,DIA 07 DE MARÇO 2017,Total 1 dia,,2017,3
174/2017,10-Mar-17,FESAHT,MATUTANO ,10310,500169197,Privado,DIA 06 MARÇO 2017,Total 1 dia,,2017,3
185/2017,13-Mar-17,STCCMCS,GEBERIT PRODIÇÃO S.A.,23420,,Privado,DIA 17 MARÇO DE 2017,Trabalho suplementar/Feriado,,2017,3
185/2017,13-Mar-17,STCCMCS,CT COBERT TELHAS S.A.,23322,500171262,Privado,DIA 17 MARÇO DE 2017,Trabalho suplementar/Feriado,,2017,3
185/2017,13-Mar-17,STCCMCS,RAUSCHERT PORTUGUESA S.A.,23440,500227861,Privado,DIA 17 MARÇO DE 2017,Trabalho suplementar/Feriado,,2017,3
187/2017,13-Mar-17,SINDICATO DOS ESTIVADORES DO PORTO DE LISBOA CENTRO E SUL DE PORTUGAL,"PORTOS DE LISBOA,SETUBAL,F.FOZ,PRAIA DA VITORIA,CANIÇAL,LEIXÕES E SINES",52220,50122021,Setor Empresarial Estado,DIA 10 MARÇO 2017,Trabalho suplementar/Feriado,TRANSPORTES,2017,3
188/2017,07-Mar-17,SINDICATO DOS ESTIVADORES DO PORTO DE LISBOA CENTRO E SUL DE PORTUGAL,"PORTOS DE LISBOA,SETUBAL,F.FOZ,PRAIA DA VITORIA,CANIÇAL,LEIXÕES E SINES",52220,501202021,Setor Empresarial Estado,ENTRE 20 MARÇO E 03 ABRIL DE 2017,Trabalho suplementar/Feriado,TRANSPORTES,2017,3
189/2017,07-Mar-17,SNPVAC - SINDICATO NACIONAL DO PESSOAL DE VÔO DA AVIAÇÃO CIVIL,TAP PORTUGAL,64202,,Setor Empresarial Estado,ENTRE 18 MARÇO E 18 ABRIL 2017,Total + de 1 dia,DESCONVOCADA,2017,3
190/2017,13-Mar-17,FEPCES,"APED, CNIS,UMP",,,Setor Empresarial Estado,DIA 28 MARÇO 2017,Total 1 dia,,2017,3
191/2017,13-Mar-17,FIEQUIMETAL,HANON SYSTEMS PORTUGAL S.A.,28250,210468314,Privado,ENTRE 20 E 24 MARÇO 2017,Trabalho suplementar/Feriado,,2017,3
192/2017,13-Mar-17,SITESE,"APED, CCP, CIP, CTP",,,Privado,DIA 17 ABRIL 2017,Total 1 dia,,2017,3
193/2017,13-Mar-17,SFP - SINDICATO DE FISIOTERAPEUTAS PORTUGUESES,"SAMS , SBSI",94200,500825556,Privado,DIA 23 MARÇO 2017,Total 1 dia,,2017,3
194/2017,13-Mar-17,SMZS,SAMS,7014,,Privado,DIA 23 MARÇO 2017,Total 1 dia,,2017,3
195/2017,13-Mar-17,SEP,"SAMS , SBSI",5010,,Privado,DIA 23 MARÇO 2017,Total 1 dia,,2017,3
196/2017,13-Mar-17,"STFCMM - SINDICATO DOS TRANSPORTES FLUVIAIS, COSTEIROS, E DA MARINHA MERCANTE",SOFLUSA,20102,503010936,Privado,DIA 23 MARÇO 2017,Trabalho suplementar/Feriado,TRANSPORTES,2017,3
197/2017,13-Mar-17,SINDICATO NACIONAL DOS TÉCNICOS SUPERIORES DE SAÚDE DAS ÁREAS DE DIAGNÓSTICO E TERAPÊUTICA,"SAMS, SBSI",86220,,Privado,DIA 23 MARÇO 2017,Trabalho suplementar/Feriado,,2017,3
198/2017,13-Mar-17,SINTAC,SPDH,52230,506651649,Setor Empresarial Estado,ENTRE 01 ABRIL E 30 JUNHO 2017,Total + de 1 dia,TRANSPORTES,2017,3
201/2017,14-Mar-17,"SITE SUL - SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS TRANSFORMADORAS, ENERGIA E ACTIVIDADES DO AMBIENTE DO SUL",PROPEL,19201,500223840,Privado,A PARTIR DE 21 MARÇO 2017,Por tempo indeterminado,TRANSPORTES,2017,3
203/2017,14-Mar-17,"STFCMM - SINDICATO DOS TRANSPORTES FLUVIAIS, COSTEIROS, E DA MARINHA MERCANTE",TRANSTEJO ,50300,500723770,Setor Empresarial Estado,DIAS 28 E 29 MARÇO 2017,Total + de 1 dia,TRANSPORTES,2017,3
204/2017,14-Mar-17,CESP,AUCHAN,47111,503721492,Privado,DIA 05 BARIL 2017,Total 1 dia,,2017,3
209/2017,15-Mar-17,SNTCT,ADECCO,,,Privado,DIA 28 MARÇO 2017,Total 1 dia,,2017,3
209/2017,15-Mar-17,SNTCT,TALENTER,,,Privado,DIA 28 MARÇO 2017,Total 1 dia,,2017,3
209/2017,15-Mar-17,SNTCT,VERTENTE HUMANA,,,Privado,DIA 28 MARÇO 2017,Total 1 dia,,2017,3
209/2017,15-Mar-17,SNTCT,GRUPO EGOR,,,Privado,DIA 28 MARÇO 2017,Total 1 dia,,2017,3
209/2017,15-Mar-17,SNTCT,MANPOWER,,,Privado,DIA 28 MARÇO 2017,Total 1 dia,,2017,3
209/2017,15-Mar-17,SNTCT,RANDSTAD,,,Privado,DIA 28 MARÇO 2017,Total 1 dia,,2017,3
232/2017,03-Mar-17,APROFER;ASCEF,INFRAESTRUTURAS DE PORTUGAL S.A.,52211,503933813,Setor Empresarial Estado,DIA 13 E 17 ABRIL DE 2017,Total + de 1 dia,TRANSPORTES,2017,3
234/201,27-Mar-17,STEFFAS,OGMA,33160,500792828,Setor Empresarial Estado,DIA 28 MARÇO 2017,Total 1 dia,,2017,3
235/2017,27-Mar-17,FECTRANS,ESCOLA CONDUÇAO VENEZUELA,85530,,Privado,DIA 27 MARÇO 2017,Total 1 dia,,2017,3
236/2017,27-Mar-17,SNTSF - SINDICATO NACIONAL DOS TRABALHADORES DO SECTOR FERROVIÁRIO,EMEF,33170,502937327,Setor Empresarial Estado,DIA 28 MARÇO 2017,Total 1 dia,,2017,3
238/2017,27-Mar-17,STRUP,CARRISBUS,49310,500595313,Privado,ENTRE 01 E 06 ABRIL 2017,Total + de 1 dia,TRANSPORTES,2017,3
239/2017,27-Mar-17,CESP,MINIPREÇO SUPERM.SOC. UNIPESS.LDª,47111,,Privado,DIA 13 ABRIL 2017,Total 1 dia,,2017,3
240/2017,27-Mar-17,SNTSTFPS,INEM,84250,,Privado,DIA 07 ABRIL 2017,Total 1 dia,,2017,3
243/2017,29-Mar-17,STAD,HOSPITAL CURRY CABRAL - IBERLIM,94200,500977666,Setor Empresarial Estado,DIA 17 ABRIL 2017,Total 1 dia,,2017,3
244/2017,29-Mar-17,STAD,HOSPITAL NOSSA SENHORA DO ROSARIO - BARREIRO - EULEN,94200,500977666,Setor Empresarial Estado,DIA 17 ABRIL 2017,Total 1 dia,,2017,3
252/2017,30-Mar-17,STAD,HOSPITAL NOSSA SENHORA DA GRAÇA - TOMAR,86100,506361608,Setor Empresarial Estado,"DIAS 14,15,16 ABRIL 2017",Total + de 1 dia,,2017,3
253/2017,31-Mar-17,STAD,HOSPITAL TORRES NOVAS,84121,,Setor Empresarial Estado,"DIAS 14,15,16 ABRIL 2017",Total + de 1 dia,,2017,3
DSRPN,01-Mar-17,"STIHTRSN - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO NORTE","Uniself, S.A. (cantinas escolares do municipio de Guimarães)",,,Setor Empresarial Estado,DIA 17 MARÇO 2017,Total 1 dia,DESCONVOCADA,2017,3
DSRPN,06-Mar-17,STRUN,"Transportes Silva Marques, Lda.",,,Privado,ENTRE 21 MARÇO E 10 JULHO 2017,Total + de 1 dia,TRANSPORTES,2017,3
DSRPN,06-Mar-17,SINDICATO DOS TRABALHADORES DO SECTOR TÊXTIL DA BEIRA ALTA,"Confama - Confecções, Lda.",,,Privado,A PARTIR 13 MARÇO 2017,Por tempo indeterminado,,2017,3
DSRPN,06-Mar-17,STRUN,"TRACAR - Transportes de Carga e Comércio, S.A.",,,Privado,ENTRE 21 MARÇO E 10 ABRIL 2017,Total + de 1 dia,TRANSPORTES,2017,3
DSRPN,07-Mar-17,"STICCCMMSRC - SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS DE CERÂMICA, CIMENTOS, CONSTRUÇÃO, MADEIRAS, MÁRMORES E SIMILARES DA REGIÃO CENTRO","Cerdomus - Indústrias Cerâmicas, S.A.",,,Privado,ENTRE 10 E 31 MARÇO 2017 ,Total + de 1 dia,,2017,3
DSRPN,08-Mar-17,SINTTAV,Manpower Group Solutions,,,Privado,DIA 22 MARÇO 2017,Total 1 dia,,2017,3
DSRPN,09-Mar-17,Sindicato Têxtil do Minho e Trás-os-Montes,"Penafort - Industrias Têxteis e Gráficas, S.A.",,,Privado,A PARTIR DE 20 MARÇO 2017,Por tempo indeterminado,,2017,3
DSRPN,14-Mar-17,SITE-CN,"Fábrica de Papel da Zarrinha, S.A.",,,Privado,ENTRE 06 ABRIL E 27 ABRIL 2017,Total + de 1 dia,,2017,3
DSRPN,15-Mar-17,SINDICATO DOS TRABALHADORES DO SECTOR TÊXTIL DE AVEIRO,"Greve de Setor: Têxtil - ATP, Têxtil - ANIT-LAR, Vestuário, Chapelaria e Cordoaria",,,Privado,DIA 28 MARÇO 2017 ,Total 1 dia,,2017,3
DSRPN,16-Mar-17,Sindicato dos Enfermeiros,"Centro Hospitalar de S. João, EPE (Bloco Operatório do Serviço de Estomatologia)",,,Setor Empresarial Estado,A PARTIR DE 01 ABRIL 2017,Por tempo indeterminado,,2017,3
DSRPN,16-Mar-17,SNTCT,"CTT - Correios de Portugal, S.A. - CPLN",,,Privado,ENTRE 07 E 28 ABRIL 2017,Total + de 1 dia,,2017,3
DSRPN,17-Mar-17,SNTCT,"CTT - Correios de Portugal, S.A. - CDP 4450 Matosinhos (Proc n.º 4/17 S.M.)",,,Privado,DIA 13 ABRIL 2017,Total 1 dia,,2017,3
DSRPN,21-Mar-17,SINDICATO DOS TRABALHADORES DA PESCA DO NORTE,"Pascoal e Filhos, S.A.",,,Privado,DIA 28 MARÇO 2017,Total 1 dia,,2017,3
DSRPN,24-Mar-17,CESP,"Modelo Continente Hipermercados, S.A. (Loja de Gondomar)",,,Privado,DIA 07 ABRIL 2017,Total 1 dia,,2017,3
DSRPN,27-Mar-17,CESP,Santa Casa da Misericórdia da Póvoa de Varzim,,,Privado,DIA 07 ABRIL 2017,Total 1 dia,,2017,3
DSRPN,27-Mar-17,STAL,"TUB - Tranportes Urbanos de Braga, E.M.",,,Setor Empresarial Estado,DIA 13 ABRIL 2017,Total 1 dia,TRANSPORTES,2017,3
DSRPN,29-Mar-17,STRUN,"TRACAR - Transportes de Carga e Comércio, S.A.",,,Privado,ENTRE 21 ABRIL E 10 MAIO 2017,Total + de 1 dia,TRANSPORTES,2017,3
DSRPN,29-Mar-17,STRUN,"Transportes Silva Marques, Lda.",,,Privado,ENTRE 21 ABRIL E 10 MAIO 2017,Total + de 1 dia,TRANSPORTES,2017,3
DSRPN,31-Mar-17,SINDICATO DOS TRABALHADORES DO SECTOR TÊXTIL DE AVEIRO,"Trèves Acoustic Products & Systems Portugal, Unipessoal, Lda.",,,Privado,ENTRE  03 E 13 ABRIL 2017,Total + de 1 dia,,2017,3
DSRPN,31-Mar-17,SINDICATO DOS TRABALHADORES DO SECTOR TÊXTIL DE AVEIRO,"Huber Tricot, Confecções, Lda",,,Privado,ENTRE 03 E 07 ABRIL 2017,Total + de 1 dia,,2017,3
287/2017,28-abr-17,SIMAMEVIP;SITEMAQ,ATLANTIC FERRIES,50300,505237385,Privado,DIAS 14/15/16 ABRIL 2017,Total + de 1 dia,DESCONVOCADA,2017,4
326/2017,28-abr-17,SITESE,TRANSTEJO ,50300,500723770,Setor Empresarial Estado,DIAS 26 E 27 ABRIL 2017,Trabalho suplementar/Feriado,TRANSPORTES,2017,4
325/2017,28-abr-17,SITAVA,AEROPORTOS PORTO FUNCHAL E PORTO SANTO,80100,501290567,Setor Empresarial Estado,ENTRE 13 E 17 MAIO 2017,Total + de 1 dia,TRANSPORTES,2017,4
324/2017,28-abr-17,SITAVA,"AEROPORTOS LISBOA, FARO E AÇORES",80100,501290567,Setor Empresarial Estado,ENTRE 13 E 17 MAIO 2017,Total + de 1 dia,TRANSPORTES,2017,4
323/2017,27-abr-17,SICOP,"GALP ENERGIA, PETROGAL ",70100,505060515,Privado,ENTRE 06 E 11 MAIO 2017,Total + de 1 dia,,2017,4
276/2017,18-abr-17,"SITE SUL - SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS TRANSFORMADORAS, ENERGIA E ACTIVIDADES DO AMBIENTE DO SUL",PARMALAT,,,Privado,A PARTIR DIA 23 ABRIL 2017,Total + de 1 dia,,2017,4
322/2017,19-abr-17,FIEQUIMETAL,"GALP ENERGIA, PETROGAL ",70100,505060515,Privado,ENTRE 06 E 11 MAIO 2017,Total + de 1 dia,,2017,4
321/2017,26-abr-17,SNTSF - SINDICATO NACIONAL DOS TRABALHADORES DO SECTOR FERROVIÁRIO,EMEF,33170,502937327,Setor Empresarial Estado,ENTRE 08 E 10 MAIO 2017,Total + de 1 dia,,2017,4
320/2017,26-abr-17,FEVICCOM,CT COBERT TELHAS,23322,500171262,Privado,DIA 01 MAIO 2017,Total 1 dia,,2017,4
317/2017,26-abr-17,FEVICCOM,SGPS - SAINT GOBAIN SEKURIT PORTUGAL,23120,503565113,Privado,DIA 01 MAIO 2017,Total 1 dia,,2017,4
319/2017,26-abr-17,SNPVAC - SINDICATO NACIONAL DO PESSOAL DE VÔO DA AVIAÇÃO CIVIL,GRUPO SATA,64202,512087954,Privado,DIAS 01 E 02 MAIO 2017,Total + de 1 dia,TRANSPORTES,2017,4
318/2017,26-abr-17,FESAHT,AHRESP,55201,,Privado,DIA 15 MAIO 2017,Total 1 dia,,2017,4
315/2017,24-abr-17,SNTSF - SINDICATO NACIONAL DOS TRABALHADORES DO SECTOR FERROVIÁRIO,EMEF,33170,502937327,Setor Empresarial Estado,DIA 28 ABRIL 2017,Total 1 dia,,2017,4
